tool,preset,effect_pattern,effect_sigma_mult,noise_model,attacker_threshold_ns,dataset_id,samples_per_class,detected,statistic,p_value,time_ms,samples_used,status,outcome
dudect,medium,shift,0,ar1-n0.3,,21,5000,false,,,10,4253,"max|t|=2.01, tau=-0.0308, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.3,,21,5000,false,,,0,10000,"|t|=0.41, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.3,,21,5000,false,0.288765,,3,10000,"D=0.0140, p=0.7112, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.3,,21,5000,false,0.669756,,0,10000,"A²=0.8475, p=0.3302, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.3,,21,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,ar1-n0.3,100,4,5000,false,0.000000,,322,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.3,,4,5000,false,,,3,9278,"max|t|=1.45, tau=0.0151, threshold=4.5",pass
mona,medium,shift,0,iid,,8,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0,ar1-n0.3,,5,5000,false,0.050000,,235,10000,"diff=3.6ns, CI_lower=-7.8ns, Δ=169.3ns",pass
tacet,medium,shift,0,ar1-n0.3,0.4,6,5000,false,0.119792,,308,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.11979166666666667, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0,ar1-n0.3,100,6,5000,false,0.000000,,335,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.3,,6,5000,false,,,3,1292,"max|t|=1.43, tau=-0.0397, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.3,,6,5000,false,,,0,10000,"|t|=0.92, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.3,,6,5000,false,0.272188,,1,10000,"D=0.0138, p=0.7278, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.3,,6,5000,false,0.631404,,0,10000,"A²=0.6560, p=0.3686, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.3,,6,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,iid,,27,5000,false,0.090000,,2695,10000,"no significant deciles, max_excess=0.92",pass
rtlf-native,medium,shift,0,ar1-n0.3,,8,5000,false,0.090000,,2966,10000,"no significant deciles, max_excess=0.46",pass
silent-native,medium,shift,0,iid,,27,5000,false,0.050000,,200,10000,"diff=4.8ns, CI_lower=-0.3ns, Δ=75.6ns",pass
rtlf-native,medium,shift,0,ar1-n0.6,,2,5000,false,0.090000,,2924,10000,"no significant deciles, max_excess=0.75",pass
ad-test,medium,shift,0,iid,,5,5000,false,0.690462,,0,10000,"A²=0.9509, p=0.3095, alpha=0.05",pass
mona,medium,shift,0,iid,,5,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,ar1-n0.6,,7,5000,false,0.090000,,2904,10000,"no significant deciles, max_excess=0.61",pass
rtlf-native,medium,shift,0,ar1-n0.3,,5,5000,false,0.090000,,2914,10000,"no significant deciles, max_excess=0.61",pass
timing-tvla,medium,shift,0,ar1-n0.6,,9,5000,false,,,0,10000,"|t|=0.57, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.6,,9,5000,false,0.893030,,1,10000,"D=0.0242, p=0.1070, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.6,,9,5000,false,0.700740,,0,10000,"A²=1.0022, p=0.2993, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.6,,9,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,ar1-n0.6,,5,5000,false,0.090000,,2944,10000,"no significant deciles, max_excess=0.38",pass
silent-native,medium,shift,0,ar1-n0.3,,8,5000,false,0.050000,,213,10000,"diff=3.8ns, CI_lower=-8.2ns, Δ=168.1ns",pass
rtlf-native,medium,shift,0,ar1-n0.6,,13,5000,false,0.090000,,2962,10000,"no significant deciles, max_excess=0.62",pass
rtlf-native,medium,shift,0,iid,,15,5000,false,0.090000,,2853,10000,"no significant deciles, max_excess=0.83",pass
silent-native,medium,shift,0,ar1-n0.6,,7,5000,false,0.050000,,255,10000,"diff=3.5ns, CI_lower=-7.7ns, Δ=171.1ns",pass
rtlf-native,medium,shift,0,ar1-n0.6,,29,5000,false,0.090000,,2892,10000,"no significant deciles, max_excess=0.41",pass
silent-native,medium,shift,0,ar1-n0.6,,5,5000,false,0.050000,,210,10000,"diff=1.8ns, CI_lower=-9.8ns, Δ=169.1ns",pass
tacet,medium,shift,0,iid,0.4,28,5000,false,0.177083,,348,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.17708333333333334, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0,ar1-n0.6,,13,5000,false,0.050000,,214,10000,"diff=3.1ns, CI_lower=-8.2ns, Δ=170.5ns",pass
silent-native,medium,shift,0,iid,,15,5000,false,0.050000,,235,10000,"diff=1.1ns, CI_lower=-4.2ns, Δ=75.5ns",pass
silent-native,medium,shift,0,ar1-n0.6,,29,5000,false,0.050000,,224,10000,"diff=2.4ns, CI_lower=-9.2ns, Δ=169.8ns",pass
tacet,medium,shift,0,ar1-n0.3,0.4,9,5000,false,0.020833,,323,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 27.420342397944232, leak_probability_at_eff: 0.020833333333333332, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 27.4ns; P=2.1% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-n0.6,0.4,8,5000,false,0.005208,,319,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 27.46741439518342, leak_probability_at_eff: 0.005208333333333333, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 27.5ns; P=0.5% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
rtlf-native,medium,shift,0,iid,,2,5000,false,0.090000,,2971,10000,"no significant deciles, max_excess=0.80",pass
tacet,medium,shift,0,ar1-n0.6,0.4,6,5000,false,0.026042,,373,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 25.753269163163353, leak_probability_at_eff: 0.026041666666666668, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 25.8ns; P=2.6% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
rtlf-native,medium,shift,0,iid,,8,5000,false,0.090000,,2832,10000,"no significant deciles, max_excess=0.45",pass
rtlf-native,medium,shift,0,ar1-n0.6,,26,5000,false,0.090000,,2994,10000,"no significant deciles, max_excess=0.51",pass
tacet,medium,shift,0,iid,100,28,5000,false,0.000000,,415,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,iid,,28,5000,false,,,3,9984,"max|t|=2.30, tau=0.0230, threshold=4.5",pass
timing-tvla,medium,shift,0,iid,,28,5000,false,,,0,10000,"|t|=2.20, threshold=4.5",pass
ks-test,medium,shift,0,iid,,28,5000,false,0.760781,,0,10000,"D=0.0206, p=0.2392, alpha=0.05",pass
ad-test,medium,shift,0,iid,,28,5000,true,0.953817,,0,10000,"A²=2.5584, p=0.0462, alpha=0.05",fail
mona,medium,shift,0,iid,,28,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,ar1-n0.3,,21,5000,false,0.090000,,2992,10000,"no significant deciles, max_excess=0.50",pass
tacet,medium,shift,0,ar1-n0.6,0.4,14,5000,false,0.015625,,405,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 28.423501461958384, leak_probability_at_eff: 0.015625, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 28.4ns; P=1.6% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-n0.3,100,9,5000,false,0.000000,,375,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.3,,9,5000,false,,,3,5937,"max|t|=1.71, tau=0.0221, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.3,,9,5000,false,,,0,10000,"|t|=0.52, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.3,,9,5000,false,0.672515,,1,10000,"D=0.0190, p=0.3275, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.3,,9,5000,false,0.723371,,0,10000,"A²=1.1152, p=0.2766, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.3,,9,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,iid,0.4,16,5000,false,0.026042,,399,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 11.750782678072015, leak_probability_at_eff: 0.026041666666666668, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 11.8ns; P=2.6% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-n0.3,0.4,0,5000,false,0.000000,,388,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 25.58454138755895, leak_probability_at_eff: 0.0, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 25.6ns; P=0.0% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
silent-native,medium,shift,0,ar1-n0.6,,26,5000,false,0.050000,,206,10000,"diff=2.3ns, CI_lower=-9.5ns, Δ=170.4ns",pass
tacet,medium,shift,0,ar1-n0.6,100,8,5000,false,0.000000,,348,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.6,,8,5000,false,,,3,2920,"max|t|=2.27, tau=0.0421, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.6,,8,5000,false,,,0,10000,"|t|=0.30, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.6,,8,5000,false,0.149229,,1,10000,"D=0.0122, p=0.8508, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.6,,8,5000,false,0.658628,,0,10000,"A²=0.7919, p=0.3414, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.6,,8,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0,iid,,8,5000,false,0.050000,,230,10000,"diff=1.5ns, CI_lower=-3.4ns, Δ=75.0ns",pass
silent-native,medium,shift,0,ar1-n0.3,,21,5000,false,0.050000,,186,10000,"diff=2.8ns, CI_lower=-9.6ns, Δ=170.7ns",pass
tacet,medium,shift,0,ar1-n0.6,100,6,5000,false,0.000000,,313,5000,Pass (P=0.0%),pass
timing-tvla,medium,shift,0,ar1-n0.6,,27,5000,false,,,0,10000,"|t|=0.05, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.6,,27,5000,false,0.020022,,4,10000,"D=0.0094, p=0.9800, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.6,,27,5000,false,0.575631,,0,10000,"A²=0.3776, p=0.4244, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.6,,27,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0,iid,,2,5000,false,0.050000,,345,10000,"diff=4.7ns, CI_lower=-0.3ns, Δ=75.2ns",pass
tacet,medium,shift,0,ar1-n0.6,100,14,5000,false,0.000000,,307,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.6,,14,5000,false,,,3,1872,"max|t|=1.83, tau=-0.0422, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.6,,14,5000,false,,,0,10000,"|t|=0.27, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.6,,14,5000,false,0.223637,,1,10000,"D=0.0132, p=0.7764, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.6,,14,5000,false,0.614467,,0,10000,"A²=0.5715, p=0.3855, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.6,,14,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,ar1-n0.6,0.4,27,5000,false,0.015625,,260,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 29.069640382971496, leak_probability_at_eff: 0.015625, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 29.1ns; P=1.6% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-n0.3,100,0,5000,false,0.000000,,317,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.3,,0,5000,false,,,3,4249,"max|t|=1.68, tau=-0.0257, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.3,,0,5000,false,,,0,10000,"|t|=0.39, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.3,,0,5000,false,0.087577,,1,10000,"D=0.0112, p=0.9124, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.3,,0,5000,false,0.558393,,0,10000,"A²=0.2915, p=0.4416, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.3,,0,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,iid,100,16,5000,false,0.000000,,347,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,iid,,16,5000,false,,,3,4973,"max|t|=1.87, tau=0.0265, threshold=4.5",pass
timing-tvla,medium,shift,0,iid,,16,5000,false,,,0,10000,"|t|=1.40, threshold=4.5",pass
ks-test,medium,shift,0,iid,,16,5000,false,0.355981,,2,10000,"D=0.0148, p=0.6440, alpha=0.05",pass
ad-test,medium,shift,0,iid,,16,5000,false,0.698429,,0,10000,"A²=0.9906, p=0.3016, alpha=0.05",pass
mona,medium,shift,0,iid,,16,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,iid,0.4,9,5000,false,0.208333,,303,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.20833333333333334, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0,ar1-n0.3,0.4,22,5000,false,0.010417,,328,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 25.98953091146846, leak_probability_at_eff: 0.010416666666666666, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 26.0ns; P=1.0% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,iid,0.4,3,5000,false,0.000000,,330,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 12.419698520377112, leak_probability_at_eff: 0.0, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 12.4ns; P=0.0% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-n0.6,100,27,5000,false,0.000000,,300,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.6,,27,5000,false,,,8,6203,"max|t|=1.43, tau=0.0182, threshold=4.5",pass
mona,medium,shift,0,ar1-n0.3,,13,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,iid,100,9,5000,false,0.000000,,312,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,iid,,9,5000,false,,,3,661,"max|t|=2.63, tau=-0.1022, threshold=4.5",pass
timing-tvla,medium,shift,0,iid,,9,5000,false,,,0,10000,"|t|=2.00, threshold=4.5",pass
ks-test,medium,shift,0,iid,,9,5000,true,0.950514,,1,10000,"D=0.0272, p=0.0495, alpha=0.05",fail
ad-test,medium,shift,0,iid,,9,5000,true,0.967417,,0,10000,"A²=2.8493, p=0.0326, alpha=0.05",fail
mona,medium,shift,0,iid,,9,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,ar1-n0.3,,6,5000,false,0.090000,,2997,10000,"no significant deciles, max_excess=0.71",pass
tacet,medium,shift,0,ar1-n0.3,100,22,5000,false,0.000000,,329,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.3,,22,5000,false,,,8,8457,"max|t|=1.98, tau=-0.0216, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.3,,22,5000,false,,,0,10000,"|t|=0.58, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.3,,22,5000,false,0.851395,,1,10000,"D=0.0228, p=0.1486, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.3,,22,5000,false,0.775600,,0,10000,"A²=1.3289, p=0.2244, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.3,,22,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0,iid,100,3,5000,false,0.000000,,345,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,iid,,3,5000,false,,,3,666,"max|t|=1.97, tau=0.0762, threshold=4.5",pass
timing-tvla,medium,shift,0,iid,,3,5000,false,,,0,10000,"|t|=0.95, threshold=4.5",pass
ks-test,medium,shift,0,iid,,3,5000,false,0.036055,,0,10000,"D=0.0100, p=0.9639, alpha=0.05",pass
ad-test,medium,shift,0,iid,,3,5000,false,0.597829,,0,10000,"A²=0.4884, p=0.4022, alpha=0.05",pass
mona,medium,shift,0,iid,,3,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0,ar1-n0.3,,6,5000,false,0.050000,,219,10000,"diff=6.2ns, CI_lower=-4.6ns, Δ=169.7ns",pass
tacet,medium,shift,0,ar1-n0.3,0.4,7,5000,false,0.010417,,372,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 25.70041454227567, leak_probability_at_eff: 0.010416666666666666, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 25.7ns; P=1.0% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
tacet,medium,shift,0,ar1-n0.3,100,7,5000,false,0.000000,,384,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.3,,7,5000,false,,,3,4992,"max|t|=1.36, tau=-0.0193, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.3,,7,5000,false,,,0,10000,"|t|=0.55, threshold=4.5",pass
mona,medium,shift,0,ar1-n0.6,,18,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,iid,,5,5000,false,0.090000,,2954,10000,"no significant deciles, max_excess=0.79",pass
silent-native,medium,shift,0,iid,,5,5000,false,0.050000,,239,10000,"diff=2.2ns, CI_lower=-2.5ns, Δ=74.8ns",pass
rtlf-native,medium,shift,0,ar1-n0.6,,9,5000,true,0.910000,,3269,10000,"significant at deciles [70], max_excess=1.09",fail
tacet,medium,shift,0,iid,0.4,6,5000,false,0.093750,,361,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.09375, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0,ar1-n0.6,,9,5000,false,0.050000,,224,10000,"diff=3.9ns, CI_lower=-7.4ns, Δ=171.2ns",pass
rtlf-native,medium,shift,0,iid,,28,5000,false,0.090000,,2953,10000,"no significant deciles, max_excess=1.00",pass
silent-native,medium,shift,0,iid,,28,5000,false,0.050000,,195,10000,"diff=6.6ns, CI_lower=1.4ns, Δ=75.2ns",pass
tacet,medium,shift,0,iid,100,6,5000,false,0.000000,,349,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,iid,,6,5000,false,,,4,6695,"max|t|=1.82, tau=-0.0223, threshold=4.5",pass
timing-tvla,medium,shift,0,iid,,6,5000,false,,,0,10000,"|t|=0.61, threshold=4.5",pass
ks-test,medium,shift,0,iid,,6,5000,false,0.797637,,1,10000,"D=0.0214, p=0.2024, alpha=0.05",pass
ad-test,medium,shift,0,iid,,6,5000,false,0.735693,,0,10000,"A²=1.1767, p=0.2643, alpha=0.05",pass
mona,medium,shift,0,iid,,6,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0,ar1-n0.6,,8,5000,false,0.090000,,3015,10000,"no significant deciles, max_excess=0.62",pass
rtlf-native,medium,shift,0,ar1-n0.6,,27,5000,false,0.090000,,2956,10000,"no significant deciles, max_excess=0.36",pass
tacet,medium,shift,0,ar1-n0.6,0.4,10,5000,false,0.000000,,453,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 26.650992865650412, leak_probability_at_eff: 0.0, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 26.7ns; P=0.0% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
silent-native,medium,shift,0,ar1-n0.6,,27,5000,false,0.050000,,196,10000,"diff=0.3ns, CI_lower=-13.0ns, Δ=172.4ns",pass
rtlf-native,medium,shift,0,ar1-n0.3,,9,5000,false,0.090000,,3292,10000,"no significant deciles, max_excess=0.67",pass
silent-native,medium,shift,0,ar1-n0.6,,8,5000,false,0.050000,,235,10000,"diff=2.0ns, CI_lower=-9.8ns, Δ=168.3ns",pass
rtlf-native,medium,shift,0,ar1-n0.3,,0,5000,false,0.090000,,3002,10000,"no significant deciles, max_excess=0.50",pass
tacet,medium,shift,0,iid,0.4,29,5000,false,0.020833,,321,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 13.993579721181094, leak_probability_at_eff: 0.020833333333333332, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 14.0ns; P=2.1% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
rtlf-native,medium,shift,0,iid,,16,5000,false,0.090000,,2999,10000,"no significant deciles, max_excess=0.60",pass
rtlf-native,medium,shift,0,iid,,9,5000,true,0.910000,,2704,10000,"significant at deciles [80], max_excess=1.18",fail
rtlf-native,medium,shift,0,ar1-n0.6,,14,5000,false,0.090000,,3189,10000,"no significant deciles, max_excess=0.39",pass
tacet,medium,shift,0,ar1-n0.6,100,10,5000,false,0.000000,,322,5000,Pass (P=0.0%),pass
dudect,medium,shift,0,ar1-n0.6,,10,5000,false,,,11,1293,"max|t|=1.54, tau=0.0429, threshold=4.5",pass
timing-tvla,medium,shift,0,ar1-n0.6,,10,5000,false,,,0,10000,"|t|=0.53, threshold=4.5",pass
ks-test,medium,shift,0,ar1-n0.6,,10,5000,false,0.255780,,3,10000,"D=0.0136, p=0.7442, alpha=0.05",pass
ad-test,medium,shift,0,ar1-n0.6,,10,5000,false,0.593677,,0,10000,"A²=0.4677, p=0.4063, alpha=0.05",pass
mona,medium,shift,0,ar1-n0.6,,10,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0,ar1-n0.3,,9,5000,false,0.050000,,206,10000,"diff=3.6ns, CI_lower=-8.1ns, Δ=172.0ns",pass
silent-native,medium,shift,0,ar1-n0.3,,0,5000,false,0.050000,,210,10000,"diff=2.7ns, CI_lower=-9.3ns, Δ=169.6ns",pass
silent-native,medium,shift,0,iid,,16,5000,false,0.050000,,207,10000,"diff=4.2ns, CI_lower=-0.6ns, Δ=74.5ns",pass
tacet,medium,shift,0,ar1-n0.6,0.4,28,5000,false,0.005208,,343,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 29.178076680144613, leak_probability_at_eff: 0.005208333333333333, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 29.2ns; P=0.5% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
silent-native,medium,shift,0,iid,,9,5000,false,0.050000,,232,10000,"diff=6.0ns, CI_lower=1.3ns, Δ=75.2ns",pass
